data,hora_inicio,duracao_segundos
2024-12-15,07:41:20,10.05
2024-12-15,07:41:32,10.08
2024-12-15,07:41:44,10.06
2024-12-15,07:41:56,10.08
2024-12-15,07:42:08,10.00
2024-12-15,07:42:20,10.06
2024-12-15,07:42:32,10.05
2024-12-15,07:42:44,10.01
2024-12-15,07:42:56,10.07
2024-12-15,07:43:09,10.06
2024-12-15,07:43:21,10.04
2024-12-15,07:43:33,10.06
2024-12-15,07:43:45,10.06
2024-12-15,07:43:57,10.05
2024-12-15,07:44:09,10.02
2024-12-15,07:44:21,10.01
2024-12-15,07:44:33,10.01
2024-12-15,07:44:45,10.00
2024-12-15,07:44:57,10.02
2024-12-15,07:45:09,10.07
2024-12-15,07:45:21,10.06
2024-12-15,07:45:33,10.05
2024-12-15,07:45:45,10.01
2024-12-15,07:45:57,10.01
2024-12-15,07:46:09,10.01
2024-12-15,07:46:21,10.04
2024-12-15,07:46:33,10.07
2024-12-15,07:46:45,10.02
2024-12-15,07:46:57,10.04
2024-12-15,07:47:09,10.01
2024-12-15,07:47:21,10.02
2024-12-15,07:47:33,10.03
2024-12-15,07:47:45,10.04
2024-12-15,07:47:57,10.01
2024-12-15,07:48:09,10.06
2024-12-15,07:48:21,10.02
2024-12-15,07:48:33,10.05
2024-12-15,07:48:46,10.06
2024-12-15,07:48:58,10.03
2024-12-15,07:49:10,10.08
2024-12-15,07:49:22,10.03
2024-12-15,07:49:34,10.05
2024-12-15,07:49:46,10.02
2024-12-15,07:49:58,10.02
2024-12-15,07:50:10,10.03
2024-12-15,07:50:22,10.01
2024-12-15,07:50:34,10.01
2024-12-15,07:50:46,10.03
2024-12-15,07:50:58,10.02
2024-12-15,07:51:10,10.01
2024-12-15,07:51:22,10.04
2024-12-15,07:51:34,10.03
2024-12-15,07:51:46,10.03
2024-12-15,07:51:58,10.01
2024-12-15,07:52:10,10.04
2024-12-15,07:52:22,10.02
2024-12-15,07:52:34,10.02
2024-12-15,07:52:46,10.02
2024-12-15,07:52:58,10.05
2024-12-15,07:53:10,10.02
2024-12-15,07:53:22,10.05
2024-12-15,07:53:34,10.04
2024-12-15,07:53:46,10.08
2024-12-15,07:53:58,10.03
2024-12-15,07:54:10,10.07
2024-12-15,07:54:23,10.06
2024-12-15,07:54:35,10.04
2024-12-15,07:54:47,10.02
2024-12-15,07:54:59,10.03
2024-12-15,07:55:11,10.03
2024-12-15,07:55:23,10.06
2024-12-15,07:55:35,10.02
2024-12-15,07:55:47,10.01
2024-12-15,07:55:59,10.00
2024-12-15,07:56:11,10.03
2024-12-15,07:56:23,10.02
2024-12-15,07:56:35,10.06
2024-12-15,07:56:47,10.04
2024-12-15,07:56:59,10.03
2024-12-15,07:57:11,10.03
2024-12-15,07:57:23,10.05
2024-12-15,07:57:35,10.03
2024-12-15,07:57:47,10.04
2024-12-15,07:57:59,10.03
2024-12-15,07:58:11,10.06
2024-12-15,07:58:23,10.00
2024-12-15,07:58:35,10.03
2024-12-15,07:58:47,10.08
2024-12-15,07:58:59,10.04
2024-12-15,07:59:11,10.05
2024-12-15,07:59:23,10.02
2024-12-15,07:59:35,10.02
2024-12-15,07:59:47,10.04
2024-12-15,08:00:00,10.01
2024-12-15,08:00:12,10.05
2024-12-15,08:00:24,10.05
2024-12-15,08:00:36,10.06
2024-12-15,08:00:48,10.08
2024-12-15,08:01:00,10.04
2024-12-15,08:01:12,10.02
2024-12-15,08:01:24,10.04
2024-12-15,08:01:36,10.06
2024-12-15,08:01:48,10.06
2024-12-15,08:02:00,10.04
2024-12-15,08:02:12,10.01
2024-12-15,08:02:24,10.01
2024-12-15,08:02:36,10.04
2024-12-15,08:02:48,10.01
2024-12-15,08:03:00,10.06
2024-12-15,08:03:12,10.00
2024-12-15,08:03:24,10.03
2024-12-15,08:03:36,10.04
2024-12-15,08:03:48,10.05
2024-12-15,08:04:00,10.02
2024-12-15,08:04:12,10.06
2024-12-15,08:04:24,10.06
2024-12-15,08:04:36,10.07
2024-12-15,08:04:48,10.04
2024-12-15,08:05:01,10.01
2024-12-15,08:05:13,10.04
2024-12-15,08:05:25,10.07
2024-12-15,08:05:37,10.07
2024-12-15,08:05:49,10.00
2024-12-15,08:06:01,10.08
2024-12-15,08:06:13,10.04
2024-12-15,08:06:25,10.07
2024-12-15,08:06:37,10.07
2024-12-15,08:06:49,10.08
2024-12-15,08:07:01,10.03
2024-12-15,08:07:13,10.04
2024-12-15,08:07:25,10.04
2024-12-15,08:07:37,10.02
2024-12-15,08:07:49,10.04
2024-12-15,08:08:01,10.09
2024-12-15,08:08:13,10.08
2024-12-15,08:08:25,10.02
2024-12-15,08:08:37,10.05
2024-12-15,08:08:49,10.01
2024-12-15,08:09:02,10.08
2024-12-15,08:09:14,10.04
2024-12-15,08:09:26,10.01
2024-12-15,08:09:38,10.05
2024-12-15,08:09:50,10.06
2024-12-15,08:10:02,10.07
2024-12-15,08:10:14,10.01
2024-12-15,08:10:26,10.06
2024-12-15,08:10:38,10.06
2024-12-15,08:10:50,10.06
2024-12-15,08:11:02,10.03
2024-12-15,08:11:14,10.03
2024-12-15,08:11:26,10.07
2024-12-15,08:11:38,10.06
2024-12-15,08:11:50,10.03
2024-12-15,08:12:02,10.02
2024-12-15,08:12:14,10.05
2024-12-15,08:12:26,10.06
2024-12-15,08:12:38,10.02
2024-12-15,08:12:50,10.01
2024-12-15,08:13:02,10.05
2024-12-15,08:13:14,10.00
2024-12-15,08:13:26,10.03
2024-12-15,08:13:38,10.04
2024-12-15,08:13:51,10.02
2024-12-15,08:14:03,10.07
2024-12-15,08:14:15,10.01
2024-12-15,08:14:27,10.05
2024-12-15,08:14:39,10.01
2024-12-15,08:14:51,10.05
2024-12-15,08:15:03,10.05
2024-12-15,08:15:15,10.05
2024-12-15,08:15:27,10.03
2024-12-15,08:15:39,10.07
2024-12-15,08:15:51,10.07
2024-12-15,08:16:03,10.02
2024-12-15,08:16:15,10.03
2024-12-15,08:16:27,10.00
2024-12-15,08:16:39,10.03
2024-12-15,08:16:51,10.05
2024-12-15,08:17:03,10.03
2024-12-15,08:17:15,10.02
2024-12-15,08:17:27,10.03
2024-12-15,08:17:39,10.01
2024-12-15,08:17:51,10.03
2024-12-15,08:18:03,10.01
2024-12-15,08:18:15,10.00
2024-12-15,08:18:27,10.08
2024-12-15,08:18:39,10.01
2024-12-15,08:18:51,10.02
2024-12-15,08:19:03,10.07
2024-12-15,08:19:15,10.05
2024-12-15,08:19:28,10.05
2024-12-15,08:19:40,10.03
2024-12-15,08:19:52,10.05
2024-12-15,08:20:04,10.06
2024-12-15,08:20:16,10.01
2024-12-15,08:20:28,10.02
2024-12-15,08:20:40,10.04
2024-12-15,08:20:52,10.02
2024-12-15,08:21:04,10.08
2024-12-15,08:21:16,10.07
2024-12-15,08:21:28,10.06
2024-12-15,08:21:40,10.01
2024-12-15,08:21:52,10.06
2024-12-15,08:22:04,10.03
2024-12-15,08:22:16,10.00
2024-12-15,08:22:28,10.04
2024-12-15,08:22:40,10.07
2024-12-15,08:22:52,10.00
2024-12-15,08:23:04,10.05
2024-12-15,08:23:16,10.07
2024-12-15,08:23:28,10.07
2024-12-15,08:23:40,10.04
2024-12-15,08:23:52,10.06
2024-12-15,08:24:05,10.03
2024-12-15,08:24:17,10.02
2024-12-15,08:24:29,10.03
2024-12-15,08:24:41,10.02
2024-12-15,08:24:53,10.04
2024-12-15,08:25:05,10.03
2024-12-15,08:25:17,10.01
2024-12-15,08:25:29,10.06
2024-12-15,08:25:41,10.07
2024-12-15,08:25:53,10.07
2024-12-15,08:26:05,10.06
2024-12-15,08:26:17,10.01
2024-12-15,08:26:29,10.05
2024-12-15,08:26:41,10.02
2024-12-15,08:26:53,10.01
2024-12-15,08:27:05,10.05
2024-12-15,08:27:17,10.01
2024-12-15,08:27:29,10.00
2024-12-15,08:27:41,10.05
2024-12-15,08:27:53,10.06
2024-12-15,08:28:05,10.01
2024-12-15,08:28:17,10.07
2024-12-15,08:28:29,10.07
2024-12-15,08:28:41,10.01
2024-12-15,08:28:53,10.02
2024-12-15,08:29:05,10.01
2024-12-15,08:29:17,10.08
2024-12-15,08:29:30,10.03
2024-12-15,08:29:42,10.07
2024-12-15,08:29:54,10.02
2024-12-15,08:30:06,10.05
2024-12-15,08:30:18,10.05
2024-12-15,08:30:30,10.04
2024-12-15,08:30:42,10.04
2024-12-15,08:30:54,10.08
2024-12-15,08:31:06,10.02
2024-12-15,08:31:18,10.07
2024-12-15,08:31:30,10.06
2024-12-15,08:31:42,10.02
2024-12-15,08:31:54,10.06
2024-12-15,08:32:06,10.04
2024-12-15,08:32:18,10.03
2024-12-15,08:32:30,10.06
2024-12-15,08:32:42,10.02
2024-12-15,08:32:54,10.06
2024-12-15,08:33:06,10.01
2024-12-15,08:33:18,10.06
2024-12-15,08:33:30,10.08
2024-12-15,08:33:43,10.04
2024-12-15,08:33:55,10.03
2024-12-15,08:34:07,10.07
2024-12-15,08:34:19,10.06
2024-12-15,08:34:31,10.04
2024-12-15,08:34:43,10.02
2024-12-15,08:34:55,10.03
2024-12-15,08:35:07,10.02
2024-12-15,08:35:19,10.06
2024-12-15,08:35:31,10.05
2024-12-15,08:35:43,10.03
2024-12-15,08:35:55,10.07
2024-12-15,08:36:07,10.04
2024-12-15,08:36:19,10.02
2024-12-15,08:36:31,10.02
2024-12-15,08:36:43,10.05
2024-12-15,08:36:55,10.03
2024-12-15,08:37:07,10.07
2024-12-15,08:37:19,10.01
2024-12-15,08:37:31,10.01
2024-12-15,08:37:43,10.05
2024-12-15,08:37:55,10.06
2024-12-15,08:38:07,10.05
2024-12-15,08:38:19,10.02
2024-12-15,08:38:31,10.03
2024-12-15,08:38:44,10.01
2024-12-15,08:38:56,10.04
2024-12-15,08:39:08,10.02
2024-12-15,08:39:20,10.03
2024-12-15,08:39:32,10.06
2024-12-15,08:39:44,10.08
2024-12-15,08:39:56,10.06
2024-12-15,08:40:08,10.07
2024-12-15,08:40:20,10.04
2024-12-15,08:40:32,10.04
2024-12-15,08:40:44,10.06
2024-12-15,08:40:56,10.06
2024-12-15,08:41:08,10.03
2024-12-15,08:41:20,10.04
2024-12-15,08:41:32,10.02
2024-12-15,08:41:44,10.03
2024-12-15,08:41:56,10.04
2024-12-15,08:42:08,10.06
2024-12-15,08:42:20,10.04
2024-12-15,08:42:32,10.01
2024-12-15,08:42:44,10.05
2024-12-15,08:42:56,10.08
2024-12-15,08:43:09,10.06
2024-12-15,08:43:21,10.02
2024-12-15,08:43:33,10.03
2024-12-15,08:43:45,10.05
2024-12-15,08:43:57,10.03
2024-12-15,08:44:09,10.00
2024-12-15,08:44:21,10.03
2024-12-15,08:44:33,10.03
2024-12-15,08:44:45,10.01
2024-12-15,08:44:57,10.02
2024-12-15,08:45:09,10.07
2024-12-15,08:45:21,10.01
2024-12-15,08:45:33,10.04
2024-12-15,08:45:45,10.08
2024-12-15,08:45:57,10.01
2024-12-15,08:46:09,10.00
2024-12-15,08:46:21,10.06
2024-12-15,08:46:33,10.05
2024-12-15,08:46:45,10.04
2024-12-15,08:46:57,10.05
2024-12-15,08:47:09,10.06
2024-12-15,08:47:21,10.01
2024-12-15,08:47:33,10.05
2024-12-15,08:47:45,10.06
2024-12-15,08:47:57,10.01
2024-12-15,08:48:09,10.01
2024-12-15,08:48:21,10.02
2024-12-15,08:48:33,10.06
2024-12-15,08:48:46,10.00
2024-12-15,08:48:58,10.00
2024-12-15,08:49:10,10.06
2024-12-15,08:49:22,10.02
2024-12-15,08:49:34,10.07
2024-12-15,08:49:46,10.02
2024-12-15,08:49:58,10.02
2024-12-15,08:50:10,10.03
2024-12-15,08:50:22,10.04
2024-12-15,08:50:34,10.03
2024-12-15,08:50:46,10.02
2024-12-15,08:50:58,10.02
2024-12-15,08:51:10,10.03
2024-12-15,08:51:22,10.03
2024-12-15,08:51:34,10.01
2024-12-15,08:51:46,10.05
2024-12-15,08:51:58,10.01
2024-12-15,08:52:10,10.04
2024-12-15,08:52:22,10.02
2024-12-15,08:52:34,10.08
2024-12-15,08:52:46,10.07
2024-12-15,08:52:58,10.04
2024-12-15,08:53:10,10.02
2024-12-15,08:53:22,10.08
2024-12-15,08:53:34,10.07
2024-12-15,08:53:46,10.02
2024-12-15,08:53:58,10.06
2024-12-15,08:54:11,10.05
2024-12-15,08:54:23,10.07
2024-12-15,08:54:35,10.05
2024-12-15,08:54:47,10.03
2024-12-15,08:54:59,10.03
2024-12-15,08:55:11,10.04
2024-12-15,08:55:23,10.05
2024-12-15,08:55:35,10.05
2024-12-15,08:55:47,10.01
2024-12-15,08:55:59,10.06
2024-12-15,08:56:11,10.06
2024-12-15,08:56:23,10.02
2024-12-15,08:56:35,10.05
2024-12-15,08:56:47,10.03
2024-12-15,08:56:59,10.06
2024-12-15,08:57:11,10.03
2024-12-15,08:57:23,10.06
2024-12-15,08:57:35,10.02
2024-12-15,08:57:47,10.08
2024-12-15,08:57:59,10.01
2024-12-15,08:58:11,10.01
2024-12-15,08:58:23,10.02
2024-12-15,08:58:35,10.00
2024-12-15,08:58:47,10.06
2024-12-15,08:58:59,10.02
2024-12-15,08:59:12,10.03
2024-12-15,08:59:24,10.07
2024-12-15,08:59:36,10.07
2024-12-15,08:59:48,10.03
2024-12-15,09:00:00,10.06
2024-12-15,09:00:12,10.02
2024-12-15,09:00:24,10.02
2024-12-15,09:00:36,10.04
2024-12-15,09:00:48,10.04
2024-12-15,09:01:00,10.01
2024-12-15,09:01:12,10.02
2024-12-15,09:01:24,10.03
2024-12-15,09:01:36,10.02
2024-12-15,09:01:48,10.03
2024-12-15,09:02:00,10.02
2024-12-15,09:02:12,10.07
2024-12-15,09:02:24,10.03
2024-12-15,09:02:36,10.02
2024-12-15,09:02:48,10.04
2024-12-15,09:03:00,10.03
2024-12-15,09:03:12,10.00
2024-12-15,09:03:24,10.02
2024-12-15,09:03:36,10.02
2024-12-15,09:03:48,10.02
2024-12-15,09:04:00,10.01
2024-12-15,09:04:12,10.09
2024-12-15,09:04:24,10.06
2024-12-15,09:04:36,10.02
2024-12-15,09:04:48,10.00
2024-12-15,09:05:00,10.00
2024-12-15,09:05:12,10.01
2024-12-15,09:05:24,10.01
2024-12-15,09:05:36,10.04
2024-12-15,09:05:49,10.01
2024-12-15,09:06:01,10.05
2024-12-15,09:06:13,10.07
2024-12-15,09:06:25,10.02
2024-12-15,09:06:37,10.02
2024-12-15,09:06:49,10.08
2024-12-15,09:07:01,10.04
2024-12-15,09:07:13,10.06
2024-12-15,09:07:25,10.00
2024-12-15,09:07:37,10.03
2024-12-15,09:07:49,10.04
2024-12-15,09:08:01,10.00
2024-12-15,09:08:13,10.05
2024-12-15,09:08:25,10.03
2024-12-15,09:08:37,10.01
2024-12-15,09:08:49,10.03
2024-12-15,09:09:01,10.00
2024-12-15,09:09:13,10.04
2024-12-15,09:09:25,10.00
2024-12-15,09:09:37,10.05
2024-12-15,09:09:49,10.03
2024-12-15,09:10:01,10.08
2024-12-15,09:10:13,10.06
2024-12-15,09:10:25,10.00
2024-12-15,09:10:37,10.00
2024-12-15,09:10:49,10.04
2024-12-15,09:11:01,10.08
2024-12-15,09:11:13,10.06
2024-12-15,09:11:26,10.07
2024-12-15,09:11:38,10.06
2024-12-15,09:11:50,10.06
2024-12-15,09:12:02,10.04
2024-12-15,09:12:14,10.01
2024-12-15,09:12:26,10.03
2024-12-15,09:12:38,10.04
2024-12-15,09:12:50,10.04
2024-12-15,09:13:02,10.01
2024-12-15,09:13:14,10.01
2024-12-15,09:13:26,10.04
2024-12-15,09:13:38,10.04
2024-12-15,09:13:50,10.00
2024-12-15,09:14:02,10.06
2024-12-15,09:14:14,10.08
2024-12-15,09:14:26,10.07
2024-12-15,09:14:38,10.05
2024-12-15,09:14:50,10.02
2024-12-15,09:15:02,10.02
2024-12-15,09:15:14,10.03
2024-12-15,09:15:26,10.05
2024-12-15,09:15:38,10.05
2024-12-15,09:15:50,10.06
2024-12-15,09:16:03,10.02
2024-12-15,09:16:15,10.05
2024-12-15,09:16:27,10.01
2024-12-15,09:16:39,10.02
2024-12-15,09:16:51,10.00
2024-12-15,09:17:03,10.00
2024-12-15,09:17:15,10.06
2024-12-15,09:17:27,10.08
2024-12-15,09:17:39,10.02
2024-12-15,09:17:51,10.06
2024-12-15,09:18:03,10.06
2024-12-15,09:18:15,10.04
2024-12-15,09:18:27,10.04
2024-12-15,09:18:39,10.03
2024-12-15,09:18:51,10.06
2024-12-15,09:19:03,10.05
2024-12-15,09:19:15,10.07
2024-12-15,09:19:27,10.04
2024-12-15,09:19:39,10.03
2024-12-15,09:19:51,10.01
2024-12-15,09:20:03,10.05
2024-12-15,09:20:15,10.03
2024-12-15,09:20:27,10.03
2024-12-15,09:20:39,10.08
2024-12-15,09:20:51,10.02
2024-12-15,09:21:03,10.01
2024-12-15,09:21:15,10.03
2024-12-15,09:21:28,10.03
2024-12-15,09:21:40,10.06
2024-12-15,09:21:52,10.03
2024-12-15,09:22:04,10.02
2024-12-15,09:22:16,10.01
2024-12-15,09:22:28,10.08
2024-12-15,09:22:40,10.04
2024-12-15,09:22:52,10.03
2024-12-15,09:23:04,10.07
2024-12-15,09:23:16,10.05
2024-12-15,09:23:28,10.03
2024-12-15,09:23:40,10.05
2024-12-15,09:23:52,10.06
2024-12-15,09:24:04,10.02
2024-12-15,09:24:16,10.00
2024-12-15,09:24:28,10.07
2024-12-15,09:24:40,10.06
2024-12-15,09:24:52,10.01
2024-12-15,09:25:04,10.00
2024-12-15,09:25:16,10.05
2024-12-15,09:25:28,10.07
2024-12-15,09:25:40,10.04
2024-12-15,09:25:52,10.02
2024-12-15,09:26:04,10.02
2024-12-15,09:26:16,10.02
2024-12-15,09:26:28,10.00
2024-12-15,09:26:40,10.08
2024-12-15,09:26:53,10.02
2024-12-15,09:27:05,10.00
2024-12-15,09:27:17,10.01
2024-12-15,09:27:29,10.08
2024-12-15,09:27:41,10.03
2024-12-15,09:27:53,10.04
2024-12-15,09:28:05,10.02
2024-12-15,09:28:17,10.06
2024-12-15,09:28:29,10.00
2024-12-15,09:28:41,10.00
2024-12-15,09:28:53,10.02
2024-12-15,09:29:05,10.01
2024-12-15,09:29:17,10.07
2024-12-15,09:29:29,10.08
2024-12-15,09:29:41,10.04
2024-12-15,09:29:53,10.05
2024-12-15,09:30:05,10.07
2024-12-15,09:30:17,10.01
2024-12-15,09:30:29,10.01
2024-12-15,09:30:41,10.05
2024-12-15,09:30:53,10.02
2024-12-15,09:31:05,10.05
2024-12-15,09:31:17,10.03
2024-12-15,09:31:29,10.01
2024-12-15,09:31:41,10.00
2024-12-15,09:31:53,10.03
2024-12-15,09:32:05,10.07
2024-12-15,09:32:17,10.02
2024-12-15,09:32:29,10.01
2024-12-15,09:32:41,10.04
2024-12-15,09:32:54,10.07
2024-12-15,09:33:06,10.03
2024-12-15,09:33:18,10.02
2024-12-15,09:33:30,10.06
2024-12-15,09:33:42,10.00
2024-12-15,09:33:54,10.04
2024-12-15,09:34:06,10.00
2024-12-15,09:34:18,10.07
2024-12-15,09:34:30,10.07
2024-12-15,09:34:42,10.05
2024-12-15,09:34:54,10.07
2024-12-15,09:35:06,10.06
2024-12-15,09:35:18,10.07
2024-12-15,09:35:30,10.03
2024-12-15,09:35:42,10.03
2024-12-15,09:35:54,10.07
2024-12-15,09:36:06,10.01
2024-12-15,09:36:18,10.01
2024-12-15,09:36:30,10.01
2024-12-15,09:36:42,10.04
2024-12-15,09:36:54,10.01
2024-12-15,09:37:06,10.01
2024-12-15,09:37:18,10.06
2024-12-15,09:37:30,10.03
2024-12-15,09:37:42,10.06
2024-12-15,09:37:55,10.07
2024-12-15,09:38:07,10.01
2024-12-15,09:38:19,10.08
2024-12-15,09:38:31,10.02
2024-12-15,09:38:43,10.01
2024-12-15,09:38:55,10.05
2024-12-15,09:39:07,10.01
2024-12-15,09:39:19,10.00
2024-12-15,09:39:31,10.02
2024-12-15,09:39:43,10.01
2024-12-15,09:39:55,10.06
2024-12-15,09:40:07,10.01
2024-12-15,09:40:19,10.02
2024-12-15,09:40:31,10.02
2024-12-15,09:40:43,10.06
2024-12-15,09:40:55,10.01
2024-12-15,09:41:07,10.05
2024-12-15,09:41:19,10.02
2024-12-15,09:41:31,10.06
2024-12-15,09:41:43,10.08
2024-12-15,09:41:55,10.03
2024-12-15,09:42:07,10.07
2024-12-15,09:42:19,10.04
2024-12-15,09:42:31,10.04
2024-12-15,09:42:43,10.00
2024-12-15,09:42:55,10.01
2024-12-15,09:43:07,10.06
2024-12-15,09:43:19,10.05
2024-12-15,09:43:32,10.01
2024-12-15,09:43:44,10.02
2024-12-15,09:43:56,10.02
2024-12-15,09:44:08,10.06
2024-12-15,09:44:20,10.03
2024-12-15,09:44:32,10.02
2024-12-15,09:44:44,10.02
2024-12-15,09:44:56,10.03
2024-12-15,09:45:08,10.03
2024-12-15,09:45:20,10.08
2024-12-15,09:45:32,10.01
2024-12-15,09:45:44,10.02
2024-12-15,09:45:56,10.03
2024-12-15,09:46:08,10.02
2024-12-15,09:46:20,10.02
2024-12-15,09:46:32,10.00
2024-12-15,09:46:44,10.06
2024-12-15,09:46:56,10.07
2024-12-15,09:47:08,10.06
2024-12-15,09:47:20,10.06
2024-12-15,09:47:32,10.02
2024-12-15,09:47:44,10.07
2024-12-15,09:47:56,10.02
2024-12-15,09:48:08,10.04
2024-12-15,09:48:20,10.07
2024-12-15,09:48:32,10.07
2024-12-15,09:48:45,10.04
2024-12-15,09:48:57,10.02
2024-12-15,09:49:09,10.01
2024-12-15,09:49:21,10.00
2024-12-15,09:49:33,10.00
2024-12-15,09:49:45,10.02
2024-12-15,09:49:57,10.06
2024-12-15,09:50:09,10.04
2024-12-15,09:50:21,10.00
2024-12-15,09:50:33,10.02
2024-12-15,09:50:45,10.08
2024-12-15,09:50:57,10.07
2024-12-15,09:51:09,10.06
2024-12-15,09:51:21,10.03
2024-12-15,09:51:33,10.07
2024-12-15,09:51:45,10.03
2024-12-15,09:51:57,10.06
2024-12-15,09:52:09,10.08
2024-12-15,09:52:21,10.01
2024-12-15,09:52:33,10.02
2024-12-15,09:52:45,10.01
2024-12-15,09:52:57,10.07
2024-12-15,09:53:09,10.06
2024-12-15,09:53:21,10.06
2024-12-15,09:53:33,10.07
2024-12-15,09:53:46,10.05
2024-12-15,09:53:58,10.08
2024-12-15,09:54:10,10.01
2024-12-15,09:54:22,10.07
2024-12-15,09:54:34,10.05
2024-12-15,09:54:46,10.03
2024-12-15,09:54:58,10.08
2024-12-15,09:55:10,10.05
2024-12-15,09:55:22,10.01
2024-12-15,09:55:34,10.07
2024-12-15,09:55:46,10.07
2024-12-15,09:55:58,10.07
2024-12-15,09:56:10,10.01
2024-12-15,09:56:22,10.04
2024-12-15,09:56:34,10.01
2024-12-15,09:56:46,10.04
2024-12-15,09:56:58,10.04
2024-12-15,09:57:10,10.02
2024-12-15,09:57:22,10.06
2024-12-15,09:57:34,10.00
2024-12-15,09:57:46,10.00
2024-12-15,09:57:58,10.02
2024-12-15,09:58:10,10.08
2024-12-15,09:58:23,10.02
2024-12-15,09:58:35,10.03
2024-12-15,09:58:47,10.04
2024-12-15,09:58:59,10.06
2024-12-15,09:59:11,10.07
2024-12-15,09:59:23,10.05
2024-12-15,09:59:35,10.03
2024-12-15,09:59:47,10.01
2024-12-15,09:59:59,10.01
2024-12-15,10:00:11,10.01
2024-12-15,10:00:23,10.02
2024-12-15,10:00:35,10.02
2024-12-15,10:00:47,10.06
2024-12-15,10:00:59,10.03
2024-12-15,10:01:11,10.02
2024-12-15,10:01:23,10.05
2024-12-15,10:01:35,10.05
2024-12-15,10:01:47,10.03
2024-12-15,10:01:59,10.01
2024-12-15,10:02:11,10.03
2024-12-15,10:02:23,10.07
2024-12-15,10:02:35,10.05
2024-12-15,10:02:47,10.06
2024-12-15,10:02:59,10.03
2024-12-15,10:03:11,10.05
2024-12-15,10:03:23,10.06
2024-12-15,10:03:36,10.03
2024-12-15,10:03:48,10.06
2024-12-15,10:04:00,10.06
2024-12-15,10:04:12,10.04
2024-12-15,10:04:24,10.03
2024-12-15,10:04:36,10.08
2024-12-15,10:04:48,10.07
2024-12-15,10:05:00,10.02
2024-12-15,10:05:12,10.07
2024-12-15,10:05:24,10.07
2024-12-15,10:05:36,10.07
2024-12-15,10:05:48,10.02
2024-12-15,10:06:00,10.01
2024-12-15,10:06:12,10.03
2024-12-15,10:06:24,10.04
2024-12-15,10:06:36,10.04
2024-12-15,10:06:48,10.01
2024-12-15,10:07:00,10.06
2024-12-15,10:07:12,10.06
2024-12-15,10:07:24,10.02
2024-12-15,10:07:36,10.07
2024-12-15,10:07:49,10.01
2024-12-15,10:08:01,10.01
2024-12-15,10:08:13,10.02
2024-12-15,10:08:25,10.07
2024-12-15,10:08:37,10.04
2024-12-15,10:08:49,10.00
2024-12-15,10:09:01,10.02
2024-12-15,10:09:13,10.01
2024-12-15,10:09:25,10.04
2024-12-15,10:09:37,10.02
2024-12-15,10:09:49,10.01
2024-12-15,10:10:01,10.06
2024-12-15,10:10:13,10.03
2024-12-15,10:10:25,10.02
2024-12-15,10:10:37,10.04
2024-12-15,10:10:49,10.06
2024-12-15,10:11:01,10.05
2024-12-15,10:11:13,10.04
2024-12-15,10:11:25,10.00
2024-12-15,10:11:37,10.07
2024-12-15,10:11:49,10.05
2024-12-15,10:12:01,10.06
2024-12-15,10:12:13,10.03
2024-12-15,10:12:25,10.08
2024-12-15,10:12:37,10.01
2024-12-15,10:12:49,10.03
2024-12-15,10:13:01,10.05
2024-12-15,10:13:13,10.04
2024-12-15,10:13:26,10.04
2024-12-15,10:13:38,10.07
2024-12-15,10:13:50,10.00
2024-12-15,10:14:02,10.02
2024-12-15,10:14:14,10.04
2024-12-15,10:14:26,10.05
2024-12-15,10:14:38,10.07
2024-12-15,10:14:50,10.03
2024-12-15,10:15:02,10.02
2024-12-15,10:15:14,10.02
2024-12-15,10:15:26,10.01
2024-12-15,10:15:38,10.01
2024-12-15,10:15:50,10.06
2024-12-15,10:16:02,10.02
2024-12-15,10:16:14,10.06
2024-12-15,10:16:26,10.02
2024-12-15,10:16:38,10.02
2024-12-15,10:16:50,10.03
2024-12-15,10:17:02,10.07
2024-12-15,10:17:14,10.07
2024-12-15,10:17:26,10.01
2024-12-15,10:17:38,10.01
2024-12-15,10:17:50,10.01
2024-12-15,10:18:02,10.04
2024-12-15,10:18:14,10.03
2024-12-15,10:18:26,10.02
2024-12-15,10:18:38,10.06
2024-12-15,10:18:50,10.03
2024-12-15,10:19:02,10.00
2024-12-15,10:19:14,10.01
2024-12-15,10:19:27,10.08
2024-12-15,10:19:39,10.08
2024-12-15,10:19:51,10.05
2024-12-15,10:20:03,10.06
2024-12-15,10:20:15,10.05
2024-12-15,10:20:27,10.03
2024-12-15,10:20:39,10.05
2024-12-15,10:20:51,10.08
2024-12-15,10:21:03,10.03
2024-12-15,10:21:15,10.05
2024-12-15,10:21:27,10.06
2024-12-15,10:21:39,10.01
2024-12-15,10:21:51,10.00
2024-12-15,10:22:03,10.00
2024-12-15,10:22:15,10.07
2024-12-15,10:22:27,10.01
2024-12-15,10:22:39,10.01
2024-12-15,10:22:51,10.05
2024-12-15,10:23:03,10.02
2024-12-15,10:23:15,10.02
2024-12-15,10:23:27,10.03
2024-12-15,10:23:39,10.07
2024-12-15,10:23:51,10.06
2024-12-15,10:24:03,10.01
2024-12-15,10:24:15,10.05
2024-12-15,10:24:28,10.01
2024-12-15,10:24:40,10.05
2024-12-15,10:24:52,10.04
2024-12-15,10:25:04,10.01
2024-12-15,10:25:16,10.02
2024-12-15,10:25:28,10.02
2024-12-15,10:25:40,10.02
2024-12-15,10:25:52,10.04
2024-12-15,10:26:04,10.02
